"","Date","Day_week","month","Year","MonthYear","Global_reactive_power","Global_active_power_kwh","Voltage","Global_intensity","kitchen_kwh","laundry_kwh","waterheat_aircond_kwh","Other_kwh"
"96",2007-03-21,"Wednesday",3,2007,"3 - 2007",142.83,35.7015333333333,240.986645833333,6.23722222222222,1.865,4.133,12.335,17.3685333333333
"97",2007-03-22,"Thursday",3,2007,"3 - 2007",113.826,24.2496333333333,241.763527777778,4.22305555555556,0.353,0.736,10.462,12.6986333333333
"98",2007-03-23,"Friday",3,2007,"3 - 2007",119.488,21.8168,241.645479166667,3.80375,1.127,0.777,8.369,11.5438
"99",2007-03-24,"Saturday",3,2007,"3 - 2007",191.024,49.4738333333333,239.704472222222,8.70333333333333,3.707,5.797,16.382,23.5878333333333
"100",2007-03-25,"Sunday",3,2007,"3 - 2007",235.972,55.6020666666667,240.03275886032,9.72230715774844,4.63,3.6,9.358,38.0140666666667
"101",2007-03-26,"Monday",3,2007,"3 - 2007",160.966,23.6013666666667,241.3368125,4.18305555555556,1.088,0.344,9.096,13.0733666666667
"102",2007-03-27,"Tuesday",3,2007,"3 - 2007",151.726,18.419,240.601979166667,3.29652777777778,0,3.019,3.697,11.703
"103",2007-03-28,"Wednesday",3,2007,"3 - 2007",196.518,38.8983,240.444611111111,6.85458333333333,1.122,8.527,13.888,15.3613
"104",2007-03-29,"Thursday",3,2007,"3 - 2007",198.696,26.5067666666667,240.5366875,4.67680555555556,1.162,0.46,10.724,14.1607666666667
"105",2007-03-30,"Friday",3,2007,"3 - 2007",181.128,23.3732333333333,241.039229166667,4.18958333333333,1.094,0.468,8.217,13.5942333333333
"106",2007-03-31,"Saturday",3,2007,"3 - 2007",231.504,58.4918333333333,239.260770833333,10.2647222222222,2.62,7.707,17.682,30.4828333333333
"107",2007-04-01,"Sunday",4,2007,"4 - 2007",202.552,46.4325333333333,240.024486111111,8.14944444444444,4.629,5.401,19.509,16.8935333333333
"108",2007-04-02,"Monday",4,2007,"4 - 2007",174.336,32.6796333333333,240.460118055556,5.71263888888889,1.755,0.97,16.641,13.3136333333333
"109",2007-04-03,"Tuesday",4,2007,"4 - 2007",168.76,27.3803333333333,240.504958333333,4.84625,3.63,1.042,7.637,15.0713333333333
"110",2007-04-04,"Wednesday",4,2007,"4 - 2007",172.318,34.1978,240.331784722222,5.98625,3.434,0.42,14.748,15.5958
"111",2007-04-05,"Thursday",4,2007,"4 - 2007",244.538,30.7346333333333,241.173104166667,5.49152777777778,1.086,4.277,10.523,14.8486333333333
"112",2007-04-06,"Friday",4,2007,"4 - 2007",143.214,26.6856666666667,241.184451388889,4.68861111111111,0,5.466,9.166,12.0536666666667
"113",2007-04-07,"Saturday",4,2007,"4 - 2007",138.73,25.8987333333333,240.378590277778,4.56458333333333,1.127,3.111,5.923,15.7377333333333
"114",2007-04-08,"Sunday",4,2007,"4 - 2007",135.882,26.8136,240.349180555556,4.71986111111111,0,0.485,3.545,22.7836
"115",2007-04-09,"Monday",4,2007,"4 - 2007",160.11,16.682,240.550486111111,2.97458333333333,2.667,0.514,3.801,9.7
"116",2007-04-10,"Tuesday",4,2007,"4 - 2007",148.94,12.9560666666667,240.813701388889,2.34736111111111,0.209,0.742,2.572,9.43306666666667
"117",2007-04-11,"Wednesday",4,2007,"4 - 2007",192.446,14.7913666666667,241.154826388889,2.61875,0,1.112,6.421,7.25836666666667
"118",2007-04-12,"Thursday",4,2007,"4 - 2007",147.812,8.96176666666667,240.2560625,1.59791666666667,0,0.541,1.818,6.60276666666667
"119",2007-04-13,"Friday",4,2007,"4 - 2007",151.64,9.1837,240.050486111111,1.64333333333333,0,0.558,1.988,6.6377
"120",2007-04-14,"Saturday",4,2007,"4 - 2007",155.61,9.2378,240.313145833333,1.65138888888889,0,0.578,2.008,6.6518
"121",2007-04-15,"Sunday",4,2007,"4 - 2007",171.544,12.1027333333333,240.2366875,2.18652777777778,0,1.026,2.893,8.18373333333333
"122",2007-04-16,"Monday",4,2007,"4 - 2007",186.074,15.8731666666667,240.657138888889,2.8725,0.952,1.305,4.656,8.96016666666667
"123",2007-04-17,"Tuesday",4,2007,"4 - 2007",218.354,20.3955666666667,240.195666666667,3.69083333333333,1.532,0.389,6.199,12.2755666666667
"124",2007-04-18,"Wednesday",4,2007,"4 - 2007",165.224,16.6374333333333,240.146777777778,2.99541666666667,1.579,0.355,3.43,11.2734333333333
"125",2007-04-19,"Thursday",4,2007,"4 - 2007",149.66,17.1443,240.429840277778,3.05583333333333,0.733,1.605,5.748,9.0583
"126",2007-04-20,"Friday",4,2007,"4 - 2007",145.646,13.7096666666667,240.132895833333,2.49486111111111,1.069,0.36,3.499,8.78166666666667
"127",2007-04-21,"Saturday",4,2007,"4 - 2007",212.658,27.8942666666667,239.213236111111,5.03569444444444,6.575,0.463,11.129,9.72726666666667
"128",2007-04-22,"Sunday",4,2007,"4 - 2007",267.194,37.2285666666667,239.608881944444,6.68847222222222,4.264,2.287,11.102,19.5755666666667
"129",2007-04-23,"Monday",4,2007,"4 - 2007",135.64,17.5761,237.235645833333,3.26416666666667,1.402,0.506,6.005,9.6631
"130",2007-04-24,"Tuesday",4,2007,"4 - 2007",135.264,17.2016666666667,235.344923611111,3.14486111111111,1.125,0.527,6.68,8.86966666666667
"131",2007-04-25,"Wednesday",4,2007,"4 - 2007",164.736,21.0693666666667,234.941111111111,3.85805555555556,0,1.469,8.812,10.7883666666667
"132",2007-04-26,"Thursday",4,2007,"4 - 2007",163.606,21.2577666666667,234.787298611111,3.92375,1.324,1.845,7.163,10.9257666666667
"133",2007-04-27,"Friday",4,2007,"4 - 2007",161.928,18.2388666666667,235.216166666667,3.3125,1.772,0.545,4.756,11.1658666666667
"134",2007-04-28,"Saturday",4,2007,"4 - 2007",2.86,0.378966666666667,233.98619047619,4.63809523809524,0,0.018,0,0.360966666666667
"135",2007-04-30,"Monday",4,2007,"4 - 2007",71.718,7.0137,234.870034722222,3.23923611111111,1.214,0.5,1.131,4.1687
"136",2007-05-01,"Tuesday",5,2007,"5 - 2007",181.608,27.7309666666667,234.678701388889,5.07333333333333,4.005,0.995,8.546,14.1849666666667
"137",2007-05-02,"Wednesday",5,2007,"5 - 2007",160.092,16.7247666666667,235.582076388889,3.14152777777778,0.007,1.49,3.754,11.4737666666667
"138",2007-05-03,"Thursday",5,2007,"5 - 2007",150.942,18.1706333333333,235.134888888889,3.30763888888889,1.906,1.725,7.836,6.70363333333333
"139",2007-05-04,"Friday",5,2007,"5 - 2007",174.74,16.6354666666667,235.710194444444,3.07805555555556,2.259,0.538,3.99,9.84846666666667
"140",2007-05-05,"Saturday",5,2007,"5 - 2007",174.102,26.0508666666667,235.035020833333,4.73611111111111,2.913,2.493,11.303,9.34186666666667
"141",2007-05-06,"Sunday",5,2007,"5 - 2007",182.336,35.0350666666667,234.409652777778,6.40902777777778,3.215,0.949,10.095,20.7760666666667
"142",2007-05-07,"Monday",5,2007,"5 - 2007",168.918,27.3944,234.536972222222,4.98097222222222,0.946,4.935,9.433,12.0804
"143",2007-05-08,"Tuesday",5,2007,"5 - 2007",181.612,29.8215333333333,234.906236111111,5.35638888888889,4.581,2.011,8.777,14.4525333333333
"144",2007-05-09,"Wednesday",5,2007,"5 - 2007",183.484,27.7622666666667,234.873722222222,5.05611111111111,3.018,5.631,9.474,9.63926666666667
"145",2007-05-10,"Thursday",5,2007,"5 - 2007",168.314,11.7980666666667,235.796256944444,2.20680555555556,0.946,0.534,3.261,7.05706666666667
"146",2007-05-11,"Friday",5,2007,"5 - 2007",132.096,16.3192333333333,235.229756944444,3.02763888888889,0.926,0.491,6.471,8.43123333333333
"147",2007-05-12,"Saturday",5,2007,"5 - 2007",209.172,24.0261,234.722902777778,4.36055555555556,2.247,1.075,10.408,10.2961
"148",2007-05-13,"Sunday",5,2007,"5 - 2007",220.67,27.2456333333333,235.708708333333,4.96916666666667,3.612,2.414,8.958,12.2616333333333
"149",2007-05-14,"Monday",5,2007,"5 - 2007",298.552,24.4630333333333,235.690069444444,4.57416666666667,3.176,2.417,5.517,13.3530333333333
"150",2007-05-15,"Tuesday",5,2007,"5 - 2007",111.182,15.0732,235.611993055556,2.73333333333333,0,0.408,5.318,9.3472
"151",2007-05-16,"Wednesday",5,2007,"5 - 2007",135.894,28.2157333333333,235.2608125,5.07180555555556,2.213,5.756,9.077,11.1697333333333
"152",2007-05-17,"Thursday",5,2007,"5 - 2007",131.188,20.5302666666667,235.868458333333,3.72097222222222,1.014,2.073,7.687,9.75626666666667
"153",2007-05-18,"Friday",5,2007,"5 - 2007",171.258,27.1921666666667,235.994597222222,4.87666666666667,3.27,3.913,8.116,11.8931666666667
"154",2007-05-19,"Saturday",5,2007,"5 - 2007",167.858,23.8240333333333,234.944722222222,4.31930555555556,4.683,0.53,7.022,11.5890333333333
"155",2007-05-20,"Sunday",5,2007,"5 - 2007",187.532,32.8054666666667,235.348118055556,5.94152777777778,5.42,1.733,7.611,18.0414666666667
"156",2007-05-21,"Monday",5,2007,"5 - 2007",117.28,18.6677,234.691909722222,3.33861111111111,0,0.468,9.06,9.1397
"157",2007-05-22,"Tuesday",5,2007,"5 - 2007",128.916,18.8808666666667,235.480576388889,3.39986111111111,0.931,3.966,3.984,9.99986666666667
"158",2007-05-23,"Wednesday",5,2007,"5 - 2007",165.878,24.4156,234.812493055556,4.3975,0.956,3.792,8.119,11.5486
"159",2007-05-24,"Thursday",5,2007,"5 - 2007",135.56,19.2398,235.5460625,3.46208333333333,0.955,4.116,4.746,9.4228
"160",2007-05-25,"Friday",5,2007,"5 - 2007",174.588,26.9036666666667,234.447201388889,4.86347222222222,8.06,0.586,6.539,11.7186666666667
"161",2007-05-26,"Saturday",5,2007,"5 - 2007",174.24,25.2041333333333,235.069888888889,4.56277777777778,2.373,2.754,8.628,11.4491333333333
"162",2007-05-27,"Sunday",5,2007,"5 - 2007",219.894,35.8968,234.9084375,6.50652777777778,4.366,5.534,10.444,15.5528
"163",2007-05-28,"Monday",5,2007,"5 - 2007",151.1,27.2911333333333,234.906576388889,4.92194444444444,4.554,0.473,9.586,12.6781333333333
"164",2007-05-29,"Tuesday",5,2007,"5 - 2007",113.244,17.689,235.694347222222,3.20722222222222,0,1.907,4.332,11.45
"165",2007-05-30,"Wednesday",5,2007,"5 - 2007",147.058,26.8311,234.831395833333,4.82847222222222,2.25,5.948,7.804,10.8291
"166",2007-05-31,"Thursday",5,2007,"5 - 2007",129.586,15.6425,235.096527777778,2.79180555555556,0.935,0.477,3.552,10.6785
"167",2007-06-01,"Friday",6,2007,"6 - 2007",143.182,17.4153,235.323321751216,3.13564975677554,0,0.483,7.664,9.2683
"168",2007-06-02,"Saturday",6,2007,"6 - 2007",166.108,24.7393666666667,234.469027777778,4.47402777777778,3.971,1.25,7.633,11.8853666666667
"169",2007-06-03,"Sunday",6,2007,"6 - 2007",182.458,35.1337666666667,234.762375,6.35291666666667,4.985,7.529,8.334,14.2857666666667
"170",2007-06-04,"Monday",6,2007,"6 - 2007",223.192,15.1936333333333,234.748069444444,2.82222222222222,1.585,0.836,4.533,8.23963333333333
"171",2007-06-05,"Tuesday",6,2007,"6 - 2007",255.692,24.3148666666667,234.692763888889,4.46513888888889,4.484,1.027,6.448,12.3558666666667
"172",2007-06-06,"Wednesday",6,2007,"6 - 2007",231.06,28.2273,234.621633078527,5.1088255733148,3.329,0.829,11.663,12.4063
"173",2007-06-07,"Thursday",6,2007,"6 - 2007",172.334,16.4167,234.478805555556,2.98236111111111,0.985,0.699,3.959,10.7737
"174",2007-06-08,"Friday",6,2007,"6 - 2007",229.732,35.8007666666667,236.197444444444,6.44819444444444,2.799,11.44,11.38,10.1817666666667
"175",2007-06-09,"Saturday",6,2007,"6 - 2007",226.656,17.6635666666667,240.705456490728,3.25620542082739,0.852,0.596,6.59,9.62556666666667
"176",2007-06-10,"Sunday",6,2007,"6 - 2007",239.092,22.3468666666667,240.844284722222,4.00569444444444,4.202,1.924,5.983,10.2378666666667
"177",2007-06-11,"Monday",6,2007,"6 - 2007",194.634,13.2442333333333,240.85675,2.41791666666667,0,0.487,5.328,7.42923333333333
"178",2007-06-12,"Tuesday",6,2007,"6 - 2007",216.416,15.3127666666667,240.224895833333,2.85861111111111,1.882,0.475,3.898,9.05776666666667
"179",2007-06-13,"Wednesday",6,2007,"6 - 2007",208.26,15.4545333333333,240.397604166667,2.8175,0.957,0.857,5.216,8.42453333333333
"180",2007-06-14,"Thursday",6,2007,"6 - 2007",231.696,20.9847333333333,239.847784722222,3.78333333333333,3.322,2.147,7.054,8.46173333333333
"181",2007-06-15,"Friday",6,2007,"6 - 2007",251.762,16.4934,240.464381944444,3.06625,2.269,4.011,4.547,5.6664
"182",2007-06-16,"Saturday",6,2007,"6 - 2007",307.558,33.6293666666667,239.501694444444,5.975,3.289,4.498,11.108,14.7343666666667
"183",2007-06-17,"Sunday",6,2007,"6 - 2007",239.814,32.4515,240.219180555556,5.76930555555556,4.124,5.038,8.734,14.5555
"184",2007-06-18,"Monday",6,2007,"6 - 2007",180.81,11.3079,240.776201388889,2.07875,0,0.529,4.241,6.5379
"185",2007-06-19,"Tuesday",6,2007,"6 - 2007",187.986,14.0393333333333,240.269255910987,2.56077885952712,0.973,0.535,4.357,8.17433333333333
"186",2007-06-20,"Wednesday",6,2007,"6 - 2007",227.302,17.9047666666667,240.156166666667,3.30680555555556,1.761,2.588,5.106,8.44976666666667
"187",2007-06-21,"Thursday",6,2007,"6 - 2007",222.546,13.4491,240.574944444444,2.50083333333333,0.932,2.4,3.711,6.4061
"188",2007-06-22,"Friday",6,2007,"6 - 2007",208.526,9.43823333333333,240.835631944444,1.80736111111111,0,0.951,3.482,5.00523333333333
"189",2007-06-23,"Saturday",6,2007,"6 - 2007",193.12,7.95943333333333,240.318965277778,1.53569444444444,0,0.786,2.402,4.77143333333333
